1-30'CL, ANTI-PHOSPHOCHOLINE PROTEIN, P-NITROPHENYL PHOSPHOCHOLINE
BR1'CL, ANTI-GM1 GANGLIOSIDE
G2b-2'CL, ANTI-PHOSPHORYLCHOLINE-KEYHOLE LIMPET HEMOCYANIN
15'CL, ANTI-DSDNA
RF-DI3'CL, RHEUMATOID FACTOR
X211'CL, ANTI-PHOSPHOCHOLINE PROTEIN, P-NITROPHENYL PHOSPHOCHOLINE
HuCC49'CL, ANTI-TUMOR-ASSOCIATED GLYCOPROTEIN-72 (TAG-72)
Ann2'CL, ANTI-POLYSACCHARIDE OF HEMOPHILUS INFLUENZAE TYPE B
H37-45'CL, ANTI-INFLUENZA VIRUS HEMAGGLUTININ HYBRIDOMA
2C5'CL, ANTI-MOUSE CYTOCHROME C AROUND RESIDUE 62
HA-9'CL, ANTI-ERYTHROCYTE
PE21'CL, ANTI-HUMAN PROENKEPHALIN, A NEUROPEPTIDE PRECURSOR
265.15D4'CL, ANTI-PHOSPHORYLCHOLINE (P. MORGANII) HYBRIDOMA
120, ANTI-MICROCOCCUS LYSODEIKTICUS
CAL-9'CL, ANTI-CARDIOLIPIN
BMA 031 VL'CL, HUMAN TCR-ALPHA/BETA
1F1'CL, ANTI-BOTULINUM NEUROTOXIN TYPE A BINDING DOMAIN (BONT/A HC)
224.2B11'CL, ANTI-PHOSPHORYLCHOLINE (S.PNEUMONIAE STR. R36A) HYBRIDOMA
Ga_20-H'CL, ANTI-DINITROPHENYL
CLONE 4D5'CL, ANTI-HUMAN RED BLOOD CELL
Ib-12-H'CL, ANTI-DINITROPHENYL
C03'CL, ANTI-RH(D)
VM113'CL, ANTI-PR8 (H1N1) VIRUS VARIANT (PY102-V1)
RF-1'CL, ANTI-IGG1 RHEUMATOID FACTOR
MOR83'CL, ANTI-MORPHINE
SiP002'CL, ANTI-CAPSULAR POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B
HB4C5'CL, ANTI-HUMAN LUNG ADENOCARCINOMA
180.2B2'CL, ANTI-PHOSPHORYLCHOLINE (P. MORGANII) HYBRIDOMA
CH9'CL, ANTI-BROMELAIN-TREATED MOUSE ERYTHROCYTES
DN13'CL, ANTI-MCPS
CH12'CL, ANTI-SHEEP AND CHICKEN RBC
M2 191'CL, ANTI-MOUSE TYPE II COLLAGEN
MEAT16'CL, ANTI-FLUORESCEIN
66.3E3'CL, ANTI-GROUP A STREPTOCOCCAL CARBOHYDRATE HYBRIDOMA
M22'CL, ANTI-HUMAN HIGH BINDING AFFINITY RECEPTOR FOR FC OF IGG (FCGRI)
2E5.G10'CL, ANTI-RAT CYTOCHROME C HYBRIDOMA
2INL11'CL, ANTI-HUMAN INSULIN
3E4, ANTI-DIGOXIN ANTIBODY
SP1.4'CL, ANTI-THYROID PEROXIDASE AUTOANTIBODY
2-7'CL, ANTI-IGG2A
LN2 346'CL, ANTI-MOUSE TYPE II COLLAGEN
S2B154'CL, ANTI-ANTI-IDIOTYPE OF ANTI-HLA-DQ3 ANTIBODY
gammaR38'CL, ANTI-HUMAN INTERFERON GAMMA RECEPTOR
PC2811'CL, ANTI-PSICT3
25E12'CL, ANTI-CRYPTOCOCCUS NEOFORMANS (SEROPTYPE A) GLUCURONOXYLOMANNAN-TETANUS TOXOID CONJUGATE
G01, ANTI-LYSOZYME HYBRIDOMA
F1, ANTI-MESOTHELIN
A2/69'CL, ANTI-IDIOTOPE HYBRIDOMA
221.2D10'CL, ANTI-PHOSPHORYLCHOLINE (P.MORGANII) HYBRIDOMA
7D8'CL, ANTI-CRYPTOCOCCUS NEOFORMANS (SEROPTYPE A) GLUCURONOXYLOMANNAN-TETANUS TOXOID CONJUGATE
F12.40D3'CL, ANTI-DSDNA
544'CL, ANTI-P601E
ASWP1'CL, ANTI-NUCLEOLAR PARTICLES U3, U8
ToPA210'CL, ANTI-HAEMOPHILUS INFLUENZAE TYPE B CAPSULAR POLYSACCHARIDE
163.24, ANTI-P53
MRA1K'CL, ANTI-HISTONE
14E1'CL, ANTI-CRYPTOCOCCUS NEOFORMANS (SEROPTYPE A) GLUCURONOXYLOMANNAN-TETANUS TOXOID CONJUGATE
4-4'CL, ANTI-IGG2A
C8'CL, ANTI-THYROID PEROXIDASE AUTOANTIBODY
B'20 (Humkv328-Jk1)'CL, RHEUMATOID FACTOR
CLONE 4E9'CL, ANTI-HUMAN RED BLOOD CELL
alphaDpX (Dp2B)'CL, ANTI-DER P 2 (HOUSE DUST MITE ALLERGEN)
637'CL, ANTI-NICOTINIC ACETYLCHOLINE RECEPTOR
Ma_18-H'CL, ANTI-DINITROPHENYL
RF-TS2'CL, RHEUMATOID FACTOR AUTOANTIBODY
G3D10H'CL, ANTI-GANGLIOSIDE AUTOANTIBODY (GM1, GA1, GALGALNAC-BSA, NLC4, 3-FL-BSA)
SO3'CL, ANTI9-HLA-DQ3
hVH65-212'CL, ANTI-P-AZOPHENYLARSONATE HYBRIDOMA(BINDING CONSTANT=3.6X10EXP6)
S4 5A'CL, ANTI-EPIDERMAL GROWTH FACTOR RECEPTOR
KSe2B6'CL, ANTI-FLUORESCEIN
AL3-7'CL, ANTI-POLYCATION
1-8'CL, ANTI-SM HYBRIDOMA
RF9-11K'CL, ANTI-IGG1
Mb_59-H'CL, ANTI-DINITROPHENYL
T2,4'CL, ANTI-HEN BOVINE THYROGLOBULIN
F3F3'CL, ANTI-DEXTRAN B512
DN7'CL, ANTI-MCPS
HuRSV19VHFNS, ANTI-HUMAN RESPIRATORY SYNCYTIAL VIRUS
TEL16'CL, ANTI-TURKEY EGG-WHITE LYSOZYME
heavy1'CL, ANTI-HUMAN THYROGLOBULIN
A5B9'CL, ANTI-ALPRENOLOL HYBRIDOMA
IAG-1, ANTI-POLYAMINE, CROSS REACTS WITH SPERMIDINE
Fog-1'CL, ANTI-ERYTHROCYTE RH(D) ALLOANTIGEN
#14'CL, ANTI-LA RNP (RIBONUCLEOPROTEIN)
Mb_06-H'CL, ANTI-DINITROPHENYL
C043'CL, ANTI-NITROPHENYL
7-13'CL, ANTI-SM HYBRIDOMA
Jb_17-H'CL, ANTI-DINITROPHENYL
EF2H10'CL, ANTI-FLUORESCEIN
NEU, CRYOGLOBULIN WITH ANTI-IGG ACTIVITY; B IDIOTYPE (KUNKEL,H.G.,WINCHESTER,R.J.,JOSLIN,F.G. & CAPRA,J.D. (1974) J.EXP.MED.,139,128)
Ma_34-H'CL, ANTI-DINITROPHENYL
ToP249'CL, ANTI-CAPSULAR POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B
SC9'CL, ANTI-MCPS
K1B12H'CL, ANTI-GANGLIOSIDE AUTOANTIBODY (GALGALNAC-BSA, 3-FL-BSA)
DP-7, ANTI-P53
P168'CL, AUTO-ANTI-IDIOTYPIC DETERMINANT (ID/R) ON MAB 28/12
TNF-H9G1'CL, ANTI-HUMAN TUMOR NECROSIS FACTOR ALPHA
D444'CL, ANTI-RNA AUTOANTIBODY, ANTI-POLY(G,C) HYBRIDOMA
DPC'CL, ANTI-GLUTAMIC ACID DECARBOXYLASE 65
3-2C2'CL, ANTI-CYTOCHROME P450 AROMATASE
VL i.'CL, ANTI-GLUTATHIONE S-TRANSFERASE
56-1'CL, ANTI-PHOSPHORYLCHOLINE-KEYHOLE LIMPET HEMOCYANIN
2E126'CL, ANTI-RABBIT-ANTI-MOUSE-C-LAMBDA-2 ANTIBODY COUPLED TO LIPOPOLYSACCHARIDE HYBRIDOMA
H18-S415'CL, ANTI-INFLUENZA VIRUS HEMAGGLUTININ HYBRIDOMA
PE25'CL, ANTI-HUMAN PROENKEPHALIN, A NEUROPEPTIDE PRECURSOR, PEPTIDE 155DLLKELL161
mAb13'CL, ANTI-INSULIN
HV14G2'CL, ANTI-FLUORESCEIN
SiP016'CL, ANTI-CAPSULAR POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B
163.5, ANTI-P53
9E11'CL, ANTI-CRYPTOCOCCUS NEOFORMANS (SEROPTYPE A) GLUCURONOXYLOMANNAN-TETANUS TOXOID CONJUGATE
SE1.3'CL, ANTI-P-AZOPHENYLARSONATE HYBRIDOMA
Na 77-H'CL, ANTI-DNP
Y2''CL, ANTI-SM HYBRIDOMA
1C9'CL, ANTI-BOTULINUM NEUROTOXIN TYPE A BINDING DOMAIN (BONT/A HC)
18R.136'CL, CATALYTIC ANTIBODY
79.7, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
2S1.3, ANTI-STREPTOCOCCAL GROUP A CARBOHYDRATE, ANTI-BETA-1,3-N-ACETYL-D-GLUCOSAMINE
mAb735, ANTI-ALPHA(2,8)POLYSIALIC ACID
H6-3C4'CL, ANTI-HUMAN SPERM SURFACE ANTIGEN
BS1z63'CL, ANTI-PHOSPHORYLCHOLINE
33.1.C2'CL, ANTI-CD5
VHSM7-13'CL, ANTI-IGG/SMITH RIBONUCLEAR PROTEIN
C5'CL, ANTI-THYROID PEROXIDASE AUTOANTIBODY
T10-938'CL, ANTI-ANTI-HLA-A2,28 MAB CR11-351 COUPLED TO KEYHOLE LIMPET HEMOCYANIN
C10'CL, ANTI-RH(D)
F12H3'CL, ANTI-DEXTRAN B512
I03'CL, ANTI-RH(D)
S107.U4, ANTI-DOUBLE-STRANDED DNA AND ANTI-PHOSPHORYLCHOLINE-KLH
36-5'CL, ANTI-INFLUENZA VIRUS (A/PR/8/34) HEMAGGLUTININ
5-7'CL, ANTI-IGG2A
h60.3'CL, ANTI-CD18
AC21'CL, ANTI-HUMAN CYTOMEGALOVIRUS (CMV) MEMBRANE GLYCOPROTEIN GP58/116 (GB) AD2 EPITOPE, RESIDUES 67 TO 86 OF GP116
40-120, ANTI-DIGOXIN
ALN/12/17'CL, ANTI-CHONDROITIN SULPHATE PROTEOGLYCAN NG2, A TUMOR-SPECIFIC ANTIGEN ON THE 3-4 BENZPYRENE-INDUCED RAT CHONDROSARCOMA HSN
T3'CL, ANTI-HEN BOVINE THYROGLOBULIN
BA1224-2'CL, ANTI-DSDNA
193020'CL, ANTI-INSULIN AUTOANTIBODY
RF49B'CL, ANTI-IGG1 MONOCLONAL AUTOANTIBODY (RHEUMATOID FACTOR)
D12'CL, ANTI-RH(D)
126TP10H'CL, ANTI-THYROID PEROXIDASE (TPO)
5B5'CL, ANTI-SM HYBRIDOMA
L25'CL, AUTOANTIBODY
A32'CL, ANTI-B-TYPE CHRONIC LYMPHOCYTIC LEUKEMIA (B-CLL)
417.F23'CL, POLYREACTIVE
HA1L1'CL, RHEUMATOID FACTOR
MP9'CL, ANTI-HLA CLASS I (A*03)
RF3-5K'CL, ANTI-IGG1
70.1.4'CL, ANTI-DNA, ACTIN, MYOSIN, THYROGLOBULIN
3-13'CL, ANTI-FLUORESCEIN (KA=5.0X10EXP4)
2E1'CL, ANTI-NUCLEOSOME, TOTAL HISTONE, H2A-H2B DIMER
ToP255'CL, ANTI-CAPSULAR POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B
NEO C72-3A1'CL, ANTI-(T,G)-A--L
AL3-6'CL, ANTI-POLYCATION
17/9'CL, ANTI-INFLUENZA VIRUS HEMAGGLUTININ HA1 (RESIDUES 75-110) HYBRIDOMA
3-56'CL, ANTI-SM HYBRIDOMA
1P2A'CL, ANTI-P-AZOPHENYLARSONATE HYBRIDOMA(BINDING CONSTANT<7X10EXP4)
Na 65-H'CL, ANTI-DNP
3A9'CL, ANTI-GALACTOSYLGLOBOSIDE
La 69-H'CL, ANTI-DNP
B/SB5-84'CL, ANTI-H4
303'CL, ANTI-INSULIN
BKV1'CL, ANTI-DSDNA
95.B3'CL, ANTI-FLUORESCEIN
2-12'CL, ANTI-SM
SOL1'CL, ANTI-HAEMOPHILUS INFLUENZAE TYPE B CAPSULAR POLYSACCHARIDE (HIB PS)
L55-81'CL, ANTI-TUMOR-ASSOCIATED GANGLIOSIDE GM2
66'CL, ANTI-NICOTINIC ACETYLCHOLINE RECEPTOR
HMFG1'CL, ANTI-HUMAN MUCIN
252.5E10'CL, ANTI-PHOSPHORYLCHOLINE (S.PNEUMONIAE STR. R36A) HYBRIDOMA
A192'CL, ANTI-B-TYPE CHRONIC LYMPHOCYTIC LEUKEMIA (B-CLL)
NZA2'CL, ANTI-NUCLEOSOME
ABPC47N, ANTI-BETA 2,1 FRUCTOSAN (BINDING CONSTANT=2.2X10EXP5)
HPCM2, ANTI-PHOSPHORYLCHOLINE HYBRIDOMA(BINDING CONSTANT=3.5X10EXP5)
T210'CL, ANTI-NITROPHENYL
ITC48'CL, ANTI-MAJOR NEUTRALIZATION DETERMINANT (AD-1) OF HUMAN CYTOMEGALOVIRUS GLYCOPROTEIN B (GP58/116)
70'CL, ANTI-NICOTINIC ACETYLCHOLINE RECEPTOR
DB1'CL, ANTI-GLYCOPHORIN A
2D3'CL, ANTI-ANTI-ARSONATE ANTIBODY HYBRIDOMA
N25'CL, ANTI-PHOSPHOCHOLINE PROTEIN, P-NITROPHENYL PHOSPHOCHOLINE
3F29-4-12'CL, ANTI-P-AZOPHENYLARSONATE
H220-25'CL, ANTI-INFLUENZA VIRUS HEMAGGLUTININ HYBRIDOMA
AD17'CL, ANTI-ERYTHROCYTE RH(D) 
h'CL, ANTI-IDIOTYPE (EXPRESSED ON THE SURFACE OF NON-HODGKIN'S LYMPHOMA CELLS)
ToP207'CL, ANTI-CAPSULAR POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B
H102'CL, ANTI-SSDNA AUTOANTIBODY
ToP237'CL, ANTI-CAPSULAR POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B
G6 BD 2.6, ANTI-POLY(GLU60,ALA30,TYR10) BALB/C HYBRIDOMA
MOR115'CL, ANTI-MORPHINE
rev9Fd'CL, ANTI-HIV I REV
aPC-51-1'CL, ANTI-PHOSPHORYLCHOLINE COUPLED TO KLH AND BSA HYBRIDOMA (GROUP I)
L3 10A'CL, ANTI-EPIDERMAL GROWTH FACTOR RECEPTOR
B6''CL, ANTI-RABBIT-ANTI-MOUSE-C-LAMBDA-2 ANTIBODY COUPLED TO LIPOPOLYSACCHARIDE HYBRIDOMA
25C1'CL, ANTI-CD19
RA-2-L2'CL, RHEUMATOID FACTOR
BALB/C 1210.7, ANTI-P-AZOPHENYLARSONATE HYBRIDOMA
SC10'CL, ANTI-MCPS
H144-17C5'CL, ANTI-CA/CB SITE OF INFLUENZA VIRUS A/PR/8/34 HEMAGGLUTININ (PR8 HA)
9-40'CL, ANTI-FLUORESCEIN (KA=3.7X10EXP7)
2E50'CL, ANTI-RABBIT-ANTI-MOUSE-C-LAMBDA-2 ANTIBODY COUPLED TO LIPOPOLYSACCHARIDE HYBRIDOMA
B04, ANTI-LYSOZYME HYBRIDOMA
1F5.D1'CL, ANTI-HORSE CYTOCHROME C HYBRIDOMA
MUC1-1'CL, ANTI-HUMAN MUC1 MUCIN (TUMOR ASSOCIATED POLYMORPHIC EPITHELIAL MUCIN) COUPLED TO SEPHAROSE 4B
40-140, ANTI-DIGOXIN
G11'CL, ANTI-GLYCOPHORIN A
PC46'CL, ANTI-PS1CT3
BWA3'CL, ANTI-BOVINE THYMUS HISTONES (H2A RES. 1-20 AND H4 RES. 1-29)
Mb_48-H'CL, ANTI-DINITROPHENYL
PR-TS2'CL, POLYREACTIVE RHEUMATOID FACTOR
2INL15'CL, ANTI-HUMAN INSULIN
SC2'CL, ANTI-MCPS
Ab3-2C4'CL, ANTI-MCPS PEPTIDE P3 COMPLEXED WITH PROTEOSOMES, ANTI-IDIOTYPE AB2-6F9
D06, ANTI-LYSOZYME HYBRIDOMA
MRL2-14'CL, ANTI-SSDNA, ANTI-HOMOGENOUS NUCLEAR
L2 1C'CL, ANTI-EPIDERMAL GROWTH FACTOR RECEPTOR
Ca_15-H'CL, ANTI-DINITROPHENYL
129, ANTI-PHOSPHOTYROSYLPROTEIN
S9P16'CL, RHEUMATOID FACTOR
5E2'CL, ANTI-RABBIT-ANTI-MOUSE-C-LAMBDA-2 ANTIBODY COUPLED TO LIPOPOLYSACCHARIDE HYBRIDOMA
L42'CL, AUTOANTIBODY
LUNm03'CL, ANTI-CLASS 5C OUTER MEMBRANE PROTEIN OF NEISSERIA MENINGITIDIS
ABA2'-6'CL, ANTI-P-AZOPHENYLARSONATE HYBRIDOMA(BINDING CONSTANT=1X10EXP7)
22.186'CL, ANTI-POLY(GLU60,ALA30,TYR10) HYBRIDOMA
Jc_17-H'CL, ANTI-DINITROPHENYL
1-12'CL, ANTI-SM HYBRIDOMA
23.3, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
163.1, ANTI-P53
MAC188'CL, ANTI-LDL RECEPTOR
C488-19E'CL, ANTI-(4-HYDROXY-3-NITRO-PHENYL) ACETYL COUPLED TO CHICKEN GAMMA GLOBULIN
H220-3'CL, ANTI-INFLUENZA VIRUS (A/PR/8/34) HEMAGGLUTININ SECONDARY ANTIBODIES (SB) HYBRIDOMA
NPYI-125.3'CL, ANTI-NEUROPEPTIDE Y
NNA7'CL, ANTI-GLYCOPHORIN A
WO1'CL, ANTI-GM1 GANGLIOSIDE
24'CL, AUTO-ANTI-IDIOTYPIC DETERMINANT (ID/R) ON MAB 28/12
Z43VH3'CL, CD20
C97-1A4'CL, ANTI-(TYR,GLU)-ALA-LYS
P28'CL, ANTI-PHOSPHORYLCHOLINE HYBRIDOMA
25C10, ANTI-LYSOZYME HYBRIDOMA
6A5'CL, ANTI-PIGEON CYTOCHROME C AND MOUSE CYTOCHROME C
AZ-20'CL, CATALYTIC OXY-COPE ANTIBODY SPECIFIC FOR A COMMON TRANSITION STATE ANALOG HAPTEN
O25G3D6'CL, ANTI-PSEUDOMONAS AERUGINOSA LIPOPOLYSACCHARIDE O6 O-ANTIGEN
B/SB5-18'CL, ANTI-H2A/H2B
CH1'CL, ANTI-E. COLI
Mb_10-H'CL, ANTI-DINITROPHENYL
anti-DigA'CL, ANTI-DIGOXIGENIN
ToP101'CL, ANTI-CAPSULAR POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B
23'CL, ANTI-LE X, SIALYL LE X, NLACCER
70.3, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
3-9'CL, ANTI-PHOSPHOCHOLINE PROTEIN, P-NITROPHENYL PHOSPHOCHOLINE
Ib_06-H'CL, ANTI-DINITROPHENYL
25F5'CL, ANTI-RH(D)
H28-A2'CL, ANTI-INFLUENZA VIRUS HEMAGGLUTININ HYBRIDOMA
11-50'CL, ANTI-LACTOTETRAOSYLCERAMIDE
71-2H11'CL, ANTI-PHOSPHORYLCHOLINE HYBRIDOMA
RF-IP8'CL, RHEUMATOID FACTOR
mAb107'CL, ANTI-RABIES VIRUS
RZ5-8 'CL, ANTI-EPSILON-DNP-AMINOCAPROATE(BINDING CONSTANT=5.0X10EXP6)
99D.7E'CL, ANTI-DSDNA, ANTI-PHOSPHORYLCHOLINE
C488-31H'CL, ANTI-(4-HYDROXY-3-NITRO-PHENYL) ACETYL COUPLED TO CHICKEN GAMMA GLOBULIN
Na 11-H'CL, ANTI-DNP
m54S/N, ANTI-IDIOTYPIC
CAMPATH-9, ANTI-HUMAN CD4
221.3G5''CL, ANTI-PHOSPHOCHOLINE-SPECIFIC DETERMINANT IN PROTEUS MORGANII
GAR, ANTI-RIBOFLAVIN
ST40'CL, ANTI-CD4
48'CL, ANTI-P-AZOPHENYLARSONATE-KEYHOLE LIMPET HEMOCYANIN
MRL2-146'CL, ANTI-SSDNA, ANTI-HOMOGENOUS NUCLEAR
BKV22'CL, ANTI-DSDNA
9F2L'CL, ANTI-GANGLIOSIDE AUTOANTIBODY (GALGALNAC-BSA)
65.3, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
163.16, ANTI-P53
CB 391'CL, ANTI-HUMAN AND MOUSE TYPE II COLLAGEN C1 EPITOPE, RESIDUES 316 TO 333
BSb58'CL, ANTI-PHOSPHORYLCHOLINE
BC-1004'CL, ANTI-BLOOD GROUP B SUBSTANCE HYBRIDOMA
417.F32.26'CL, MONOREACTIVE
AZ-3'CL, CATALYTIC OXY-COPE ANTIBODY SPECIFIC FOR A COMMON TRANSITION STATE ANALOG HAPTEN
SO5'CL, ANTI9-HLA-DQ3
Mb_60-H'CL, ANTI-DINITROPHENYL
MRL2-171'CL, ANTI-SSDNA, ANTI-HOMOGENOUS NUCLEAR
MRL1-45'CL, ANTI-SSDNA, ANTI-HOMOGENEOUS NUCLEAR
WOL, ANTI-HUMAN GAMMA G GLOBULIN; WA IDIOTYPE
ITC33'CL, ANTI-MAJOR NEUTRALIZATION DETERMINANT (AD-1) OF HUMAN CYTOMEGALOVIRUS GLYCOPROTEIN B (GP58/116)
1E10'CL, ANTI-MOUSE RED BLOOD CELL AUTOANTIBODIES
4H11'CL, ANTI-HUMAN PROCOLLAGENASE
M01'CL, ANTI-RH(D)
224.7E7'CL, ANTI-PHOSPHORYLCHOLINE (S.PNEUMONIAE STR. R36A) HYBRIDOMA
mAb114'CL, ANTI-IGG FC FRAGMENT RHEUMATOID FACTOR
163.23, ANTI-P53
101'CL, ANTI-PSEUDOMONAS AERUGINOSA LIPOPOLYSACCHARIDE OUTER CORE
S4 2D'CL, ANTI-EPIDERMAL GROWTH FACTOR RECEPTOR
36.2.2'CL, ANTI-STREPTOCOCCAL M PROTEIN, MYOSIN, LIGHT MEROMYOSIN, TROPOMYOSIN, KERATIN
Z35VH1'CL, CD20
BW16B2'CL, ANTI-DSDNA
A9'CL, ANTI-GP41
PA3'CL, ANTI-CHROMATIN
AL/3/12'CL, ANTI-CHONDROITIN SULPHATE PROTEOGLYCAN NG2, A TUMOR-SPECIFIC ANTIGEN ON THE 3-4 BENZPYRENE-INDUCED RAT CHONDROSARCOMA HSN
mAb426.12.3F1.4'CL, POLYREACTIVE AUTOANTIBODY
2C2A'CL, ANTI-P-AZOPHENYLARSONATE HYBRIDOMA(BINDING CONSTANT=5.9X10EXP6)
HT, ANTI-VH4-34
WSd20'CL, ANTI-PHOSPHORYLCHOLINE
NZW11F7'CL, ANTI-DSDNA
AN02, ANTI-DINITROPHENYL HYBRIDOMA
lambda3'CL, ANTI-HUMAN THYROGLOBULIN
22.3, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
SiP003'CL, ANTI-CAPSULAR POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B
1E10''CL, ANTI-CRYPTOCOCCUS NEOFORMANS POLYSACCHARIDE (SEROPTYPE A)
BKV22'CL, ANTI-DSDNA
F8, ANTI-MESOTHELIN
F2'CL, ANTI-MELANOMA
C57BL 23169, ANTI-PHOSPHORYLCHOLINE HYBRIDOMA (BINDING CONSTANT=3.0X10EXP5)
2INH6'CL, ANTI-HUMAN INSULIN
RF-IP10'CL, RHEUMATOID FACTOR
1G2'CL, EARLY ANTI-NUCLEOSOME AUTOANTIBODY (KD = 6.7X10EXP-8)
BSc27'CL, ANTI-PHOSPHORYLCHOLINE
m15.23, ANTI-IDIOTYPIC
Lb 10-H'CL, ANTI-DNP
BV16-13'CL, ANTI-DSDNA (95%), SSDNA (28%)
CC46'CL, ANTI-TUMOR-ASSOCIATED GLYCOPROTEIN-72 (TAG-72)
