cDNA7-Hul'CL, ANTI-IGG (RHEUMATOID FACTOR)
F1, ANTI-MESOTHELIN
A2/69'CL, ANTI-IDIOTOPE HYBRIDOMA
7D8'CL, ANTI-CRYPTOCOCCUS NEOFORMANS (SEROPTYPE A) GLUCURONOXYLOMANNAN-TETANUS TOXOID CONJUGATE
544'CL, ANTI-P601E
ASWP1'CL, ANTI-NUCLEOLAR PARTICLES U3, U8
163.24, ANTI-P53
14E1'CL, ANTI-CRYPTOCOCCUS NEOFORMANS (SEROPTYPE A) GLUCURONOXYLOMANNAN-TETANUS TOXOID CONJUGATE
4-4'CL, ANTI-IGG2A
C8'CL, ANTI-THYROID PEROXIDASE AUTOANTIBODY
B'20 (Humkv328-Jk1)'CL, RHEUMATOID FACTOR
CLONE 4E9'CL, ANTI-HUMAN RED BLOOD CELL
RF-TS2'CL, RHEUMATOID FACTOR AUTOANTIBODY
G3D10H'CL, ANTI-GANGLIOSIDE AUTOANTIBODY (GM1, GA1, GALGALNAC-BSA, NLC4, 3-FL-BSA)
SO3'CL, ANTI9-HLA-DQ3
S4 5A'CL, ANTI-EPIDERMAL GROWTH FACTOR RECEPTOR
AL3-7'CL, ANTI-POLYCATION
1-8'CL, ANTI-SM HYBRIDOMA
RF9-11K'CL, ANTI-IGG1
T2,4'CL, ANTI-HEN BOVINE THYROGLOBULIN
TEL16'CL, ANTI-TURKEY EGG-WHITE LYSOZYME
heavy1'CL, ANTI-HUMAN THYROGLOBULIN
IAG-1, ANTI-POLYAMINE, CROSS REACTS WITH SPERMIDINE
Fog-1'CL, ANTI-ERYTHROCYTE RH(D) ALLOANTIGEN
7-13'CL, ANTI-SM HYBRIDOMA
NEU, CRYOGLOBULIN WITH ANTI-IGG ACTIVITY; B IDIOTYPE (KUNKEL,H.G.,WINCHESTER,R.J.,JOSLIN,F.G. & CAPRA,J.D. (1974) J.EXP.MED.,139,128)
K1B12H'CL, ANTI-GANGLIOSIDE AUTOANTIBODY (GALGALNAC-BSA, 3-FL-BSA)
DP-7, ANTI-P53
P168'CL, AUTO-ANTI-IDIOTYPIC DETERMINANT (ID/R) ON MAB 28/12
TNF-H9G1'CL, ANTI-HUMAN TUMOR NECROSIS FACTOR ALPHA
DPC'CL, ANTI-GLUTAMIC ACID DECARBOXYLASE 65
3-2C2'CL, ANTI-CYTOCHROME P450 AROMATASE
VL i.'CL, ANTI-GLUTATHIONE S-TRANSFERASE
PE25'CL, ANTI-HUMAN PROENKEPHALIN, A NEUROPEPTIDE PRECURSOR, PEPTIDE 155DLLKELL161
mAb13'CL, ANTI-INSULIN
163.5, ANTI-P53
9E11'CL, ANTI-CRYPTOCOCCUS NEOFORMANS (SEROPTYPE A) GLUCURONOXYLOMANNAN-TETANUS TOXOID CONJUGATE
Y2''CL, ANTI-SM HYBRIDOMA
1C9'CL, ANTI-BOTULINUM NEUROTOXIN TYPE A BINDING DOMAIN (BONT/A HC)
18R.136'CL, CATALYTIC ANTIBODY
79.7, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
mAb735, ANTI-ALPHA(2,8)POLYSIALIC ACID
H6-3C4'CL, ANTI-HUMAN SPERM SURFACE ANTIGEN
VHSM7-13'CL, ANTI-IGG/SMITH RIBONUCLEAR PROTEIN
C5'CL, ANTI-THYROID PEROXIDASE AUTOANTIBODY
T10-938'CL, ANTI-ANTI-HLA-A2,28 MAB CR11-351 COUPLED TO KEYHOLE LIMPET HEMOCYANIN
C10'CL, ANTI-RH(D)
I03'CL, ANTI-RH(D)
5-7'CL, ANTI-IGG2A
AC21'CL, ANTI-HUMAN CYTOMEGALOVIRUS (CMV) MEMBRANE GLYCOPROTEIN GP58/116 (GB) AD2 EPITOPE, RESIDUES 67 TO 86 OF GP116
ALN/12/17'CL, ANTI-CHONDROITIN SULPHATE PROTEOGLYCAN NG2, A TUMOR-SPECIFIC ANTIGEN ON THE 3-4 BENZPYRENE-INDUCED RAT CHONDROSARCOMA HSN
T3'CL, ANTI-HEN BOVINE THYROGLOBULIN
193020'CL, ANTI-INSULIN AUTOANTIBODY
RF49B'CL, ANTI-IGG1 MONOCLONAL AUTOANTIBODY (RHEUMATOID FACTOR)
D12'CL, ANTI-RH(D)
126TP10H'CL, ANTI-THYROID PEROXIDASE (TPO)
5B5'CL, ANTI-SM HYBRIDOMA
417.F23'CL, POLYREACTIVE
HA1L1'CL, RHEUMATOID FACTOR
MP9'CL, ANTI-HLA CLASS I (A*03)
RF3-5K'CL, ANTI-IGG1
FON'CL, ANTI-FC IGG
AL3-6'CL, ANTI-POLYCATION
3-56'CL, ANTI-SM HYBRIDOMA
B/SB5-84'CL, ANTI-H4
303'CL, ANTI-INSULIN
2-12'CL, ANTI-SM
L55-81'CL, ANTI-TUMOR-ASSOCIATED GANGLIOSIDE GM2
HMFG1'CL, ANTI-HUMAN MUCIN
NZA2'CL, ANTI-NUCLEOSOME
DB1'CL, ANTI-GLYCOPHORIN A
AD17'CL, ANTI-ERYTHROCYTE RH(D) 
h'CL, ANTI-IDIOTYPE (EXPRESSED ON THE SURFACE OF NON-HODGKIN'S LYMPHOMA CELLS)
L3 10A'CL, ANTI-EPIDERMAL GROWTH FACTOR RECEPTOR
25C1'CL, ANTI-CD19
RA-2-L2'CL, RHEUMATOID FACTOR
B04, ANTI-LYSOZYME HYBRIDOMA
1F5.D1'CL, ANTI-HORSE CYTOCHROME C HYBRIDOMA
MUC1-1'CL, ANTI-HUMAN MUC1 MUCIN (TUMOR ASSOCIATED POLYMORPHIC EPITHELIAL MUCIN) COUPLED TO SEPHAROSE 4B
G11'CL, ANTI-GLYCOPHORIN A
PR-TS2'CL, POLYREACTIVE RHEUMATOID FACTOR
2INL15'CL, ANTI-HUMAN INSULIN
Ab3-2C4'CL, ANTI-MCPS PEPTIDE P3 COMPLEXED WITH PROTEOSOMES, ANTI-IDIOTYPE AB2-6F9
D06, ANTI-LYSOZYME HYBRIDOMA
hsiglvl1045'CL, ANTI-RABBIT IGG
L2 1C'CL, ANTI-EPIDERMAL GROWTH FACTOR RECEPTOR
129, ANTI-PHOSPHOTYROSYLPROTEIN
S9P16'CL, RHEUMATOID FACTOR
LUNm03'CL, ANTI-CLASS 5C OUTER MEMBRANE PROTEIN OF NEISSERIA MENINGITIDIS
1-12'CL, ANTI-SM HYBRIDOMA
23.3, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
163.1, ANTI-P53
MAC188'CL, ANTI-LDL RECEPTOR
NNA7'CL, ANTI-GLYCOPHORIN A
24'CL, AUTO-ANTI-IDIOTYPIC DETERMINANT (ID/R) ON MAB 28/12
Z43VH3'CL, CD20
25C10, ANTI-LYSOZYME HYBRIDOMA
6A5'CL, ANTI-PIGEON CYTOCHROME C AND MOUSE CYTOCHROME C
CH1'CL, ANTI-E. COLI
RF-AN'CL, ANTI-IGG FC
Vk BEN'CL, ANTI-LAMIN B AUTOANTIBODY
70.3, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
25F5'CL, ANTI-RH(D)
RF-IP8'CL, RHEUMATOID FACTOR
Vl HER2'CL, ANTI-LAMIN B AUTOANTIBODY
m54S/N, ANTI-IDIOTYPIC
CAMPATH-9, ANTI-HUMAN CD4
ST40'CL, ANTI-CD4
9F2L'CL, ANTI-GANGLIOSIDE AUTOANTIBODY (GALGALNAC-BSA)
65.3, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
163.16, ANTI-P53
CB 391'CL, ANTI-HUMAN AND MOUSE TYPE II COLLAGEN C1 EPITOPE, RESIDUES 316 TO 333
BC-1004'CL, ANTI-BLOOD GROUP B SUBSTANCE HYBRIDOMA
417.F32.26'CL, MONOREACTIVE
SO5'CL, ANTI9-HLA-DQ3
slkv22'CL, ANTI-IGG POLYCLONAL RHEUMATOID FACTOR
WOL, ANTI-HUMAN GAMMA G GLOBULIN; WA IDIOTYPE
RF-5 PAN'CL, ANTI-IGG-PAN RHEUMATOID FACTOR
1E10'CL, ANTI-MOUSE RED BLOOD CELL AUTOANTIBODIES
4H11'CL, ANTI-HUMAN PROCOLLAGENASE
M01'CL, ANTI-RH(D)
mAb114'CL, ANTI-IGG FC FRAGMENT RHEUMATOID FACTOR
163.23, ANTI-P53
129-48'CL, ANTI-IGG HYBRIDOMA
S4 2D'CL, ANTI-EPIDERMAL GROWTH FACTOR RECEPTOR
Z35VH1'CL, CD20
PA3'CL, ANTI-CHROMATIN
AL/3/12'CL, ANTI-CHONDROITIN SULPHATE PROTEOGLYCAN NG2, A TUMOR-SPECIFIC ANTIGEN ON THE 3-4 BENZPYRENE-INDUCED RAT CHONDROSARCOMA HSN
mAb426.12.3F1.4'CL, POLYREACTIVE AUTOANTIBODY
lambda3'CL, ANTI-HUMAN THYROGLOBULIN
22.3, ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN (MOG)
F8, ANTI-MESOTHELIN
F2'CL, ANTI-MELANOMA
2INH6'CL, ANTI-HUMAN INSULIN
RF-IP10'CL, RHEUMATOID FACTOR
1G2'CL, EARLY ANTI-NUCLEOSOME AUTOANTIBODY (KD = 6.7X10EXP-8)
ka3les'CL, ANTI-IGG (RHEUMATOID FACTOR)
m15.23, ANTI-IDIOTYPIC
CC46'CL, ANTI-TUMOR-ASSOCIATED GLYCOPROTEIN-72 (TAG-72)
