21/7'CL, AU-TO ID-IO-TYP-IC DE-TER-MI-NANT  ID R  ON MAB 28 12
D83, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA   ID-IO-TYPE
43F10'CL, RH D
4D11F4'CL, TG
AHT107'CL, HU-MAN P55 IL 2 RE-CEP-TOR
bkv33'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
CEA4-8A'CL, HU-MAN CAR-CI-NOEM-BRY-ON-IC ANTI-GEN
2INL7'CL, HU-MAN IN-SULIN
72-2'CL, PE-RIPH-ERIN AU-TOAN-TI-BODY
RF-4 PAN'CL, IGG PAN RHEUMA-TOID FAC-TOR
3-7'CL, SM  SS-D-NA
TEL13'CL, TURKEY EGG WHITE LYSOZYME
B5G10H'CL, GAN-GLIO-SIDE AU-TOAN-TI-BODY  GAL-GALNAC BSA  3 FL BSA
Z122VH5'CL, CD20
HA-3'CL, ERY-THRO-CYTE
1-2'CL, IG-G2A
RF-IP9'CL, RHEUMA-TOID FAC-TOR
E11, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA   ID-IO-TYPE
Ab2 A'CL, AU-TO ID-IO-TYP-IC DE-TER-MI-NANT  ID R  ON MAB 28 12
EL-25'CL, FAC-TOR VI-II
D10'CL, RH D
LAY, HU-MAN GAM-MA G1 AND G3 GLOB-U-LIN-S; PO ID-IO-TYPE
126TP7H'CL, THY-ROID PER-OX-I-DASE  TPO
II-481'CL, GE  THE HER-PES SIM-PLEX VIRUS 1 FCG BIND-ING PRO-TEIN
15E8'CL, CRYP-TO-COC-CUS NE-O-FOR-MANS  SEROP-TYPE A  GLU-CURONOXY-LO-MAN-NAN TETANUS TOX-OID CON-JU-GATE
LES-A'CL, RHEUMA-TOID FAC-TOR
N19-8 scFv'CL, HU-MAN COM-PLE-MENT C5 CON-VER-TASE
Jac-10'CL, ERY-THRO-CYTE RH D  AL-LOANTI-GEN
T10-421'CL, HLA A2 28 MAB CR11 351 COU-PLED TO KEY-HOLE LIMPET HEMO-CYANIN
SER'CL, AU-TOAN-TI-BODY
1G2'CL, MOUSE CY-TOCHROME C AROUND RESIDUE 62
CBLC235.7'CL, BAC-TE-RI-AL LEV-AN
C05'CL, RH D
C1'CL, BO-TULINUM NEU-RO-TOX-IN TYPE A BIND-ING DO-MAIN  BONT A HC
414.2'CL, B1335 DEX
AC38 251.5, AN-TI-BODY AC38 POS-I-TIVE HY-BRIDO-MA
6H-3C4'CL, HU-MAN SPERM IM-MO-BI-LIZ-ING AN-TI-BODY
D7'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
LC4'CL, CD19
2INL10'CL, HU-MAN IN-SULIN
3B8G9'CL, TG
4C8'CL, MOUSE RED BLOOD CELL AU-TOAN-TI-BOD-IES
A1'CL, GLY-COPHORIN A
B43'CL, CD19
JV2'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
ALN/16/53'CL, CHON-DROITIN SUL-PHATE PRO-TEO-GLY-CAN NG2  A TU-MOR SPE-CIF-IC ANTI-GEN ON THE 3 4 BEN-ZPYRENE IN-DUCED RAT CHON-DROSAR-CO-MA HSN
CBLC270.1'CL, BAC-TE-RI-AL LEV-AN
ALN/9/94'CL, CHON-DROITIN SUL-PHATE PRO-TEO-GLY-CAN NG2  A TU-MOR SPE-CIF-IC ANTI-GEN ON THE 3 4 BEN-ZPYRENE IN-DUCED RAT CHON-DROSAR-CO-MA HSN
10/8'CL, PRO-GES-TER-ONE HY-BRIDO-MA
CG-6'CL, ERY-THRO-CYTE
VL A30, CD34
Z18VH4'CL, CD20
Z112VH3'CL, CD20
10.2.3'CL, GROUP A STREP-TO-COC-CAL M PRO-TEIN  SKELE-TAL MYOSIN  CAR-DIAC MYOSIN  LIGHT MEROMYOSIN
A09, LYSOZYME HY-BRIDO-MA
39-A11, CAT-ALYT-IC AN-TI-BODY WHICH CATAL-Y-SES A DIELS ALDER RE-AC-TION
PE23'CL, HU-MAN PROENKEPHALIN  A NEU-ROPEP-TIDE PRE-CUR-SOR  PEP-TIDE 155DL-LKEL-L161
J02'CL, RH D
126TP8H'CL, THY-ROID PER-OX-I-DASE  TPO
6A7.E5'CL, RAT 62 CY-TOCHROME C
68.7, MYELIN OLIGO-DEN-DRO-CYTE GLY-CO-PRO-TEIN  MOG
HSCFV198, ACHR
417.F32.36'CL, MONORE-AC-TIVE
VL A47, CD34
5G5'CL, HU-MAN PRO-COL-LA-GE-NASE
18G9'CL, CRYP-TO-COC-CUS NE-O-FOR-MANS  SEROP-TYPE A  GLU-CURONOXY-LO-MAN-NAN TETANUS TOX-OID CON-JU-GATE
133'CL, KEY HOLE LIMPET HEMO-CYANIN COU-PLED AN-GIOTENSIN II
GN901v1.1, CD56
SIE, HU-MAN GAM-MA G GLOB-U-LIN; WA ID-IO-TYPE
C1'CL, GLY-COPHORIN A
3F9L'CL, MUR-INE SERUM AL-BU-MIN
126TO1H'CL, THY-ROID PER-OX-I-DASE  TPO
hsiggll295'CL, RAB-BIT IGG
N901L, CD56
WG2'CL, PRO-TEINASE 3
WRD2'CL, RHEUMA-TOID FAC-TOR
cDNA3-Hul'CL, IGG  RHEUMA-TOID FAC-TOR
PR-SJ1'CL, POLYRE-AC-TIVE RHEUMA-TOID FAC-TOR
mAb67'CL, POLYRE-AC-TIVE IGG FC FRAG-MENT RHEUMA-TOID FAC-TOR
7C5'CL, SM
F1_1354'CL, FRAC-TION 1
CDP571, RE-COM-BI-NANT HU-MAN TU-MOUR NECRO-SIS FAC-TOR AL-PHA
MRA1H'CL, HI-S-T-ONE
ARMVH'CL, MYELIN AS-SO-CI-AT-ED PRO-TEIN
8'CL, IN-SULIN
2.64'CL, PNEU-MO-COC-CAL
10F10'CL, CRYP-TO-COC-CUS NE-O-FOR-MANS  SEROP-TYPE A  GLU-CURONOXY-LO-MAN-NAN TETANUS TOX-OID CON-JU-GATE
E3'CL, AR-SON-ATE AN-TI-BODY HY-BRIDO-MA
TR1.32'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
AF52, ID-IO-TYP-IC  I.E. E5.2  AN D1.3 WHICH IS HEN EGG LYSOZYME   WITH KA  FAB E5.2  = 2.4 X 10-EX-P7 M AND KA  HEN EGG LYSOZYME  = 3.8 X 10-EX-P6 M
LOC'CL, MYELIN AS-SO-CI-AT-ED GLY-CO-PRO-TEIN AND SUL-FAT-ED GLU-CURON-IC PARA-GLO-BO-SIDE
D115, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA
F6-3'CL, TEPC15 ID-IO-TYPE AN-TI-BODY HY-BRIDO-MA
88.7, MYELIN OLIGO-DEN-DRO-CYTE GLY-CO-PRO-TEIN  MOG
N10'CL, STAPHY-LO-COC-CAL NU-CLE-ASE
SCFV198, ACHR
B003=46/2D7'CL, BLOOD GROUP B SUB-STANCE HY-BRIDO-MA
12-3-4'CL, ESE  EX-TRA SHEEP E ANTI-GEN
CLL'CL, IGG  RHEUMA-TOID FAC-TOR
VS3'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
scF11, HU-MAN FER-RITIN
5E9''CL, SM HY-BRIDO-MA
POM, HU-MAN GAM-MA G1 GLOB-U-LIN; PO ID-IO-TYPE
C219'CL, P GLY-CO-PRO-TEIN
126JH'CL, THY-ROID PER-OX-I-DASE  TPO
BrM1'CL, E. COLI  BROME-LAIN TREAT-ED MOUSE RBC  TRIMETHY-LAM-MO-NI-UM HY-BRIDO-MA
C09, LYSOZYME HY-BRIDO-MA
DS1F8'CL, NAT-U-RAL AU-TO AN-TI-BODY RE-AC-TIVE WITH OLIGO-DEN-DRO-CYTE
MUSE11'CL, TAN-DEM RE-PEAT DO-MAIN OF MUCIN CORE PRO-TEIN MUC1
M25-9'CL, ACTIN  MYOSIN  TUBU-LIN  DS-D-NA  SS-D-NA AU-TOAN-TI-BODY  BIND-ING CON-TANTS RANGE BE-TWEEN 10-EX-P6 TO 10-EX-P8
126TP9H'CL, THY-ROID PER-OX-I-DASE  TPO
HN.14'CL, MYELIN AS-SO-CI-AT-ED GLY-CO-PRO-TEIN HY-BRIDO-MA
slkv11'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
AF5'CL, HU-MAN AL-PHA FE-TO-PRO-TEIN
LS5'CL, PR2 RBC AU-TOAN-TI-BODY
82B6a'CL, AU-TOAN-TI-BODY TO THY-ROGLOB-U-LIN
126TO2H'CL, THY-ROID PER-OX-I-DASE  TPO
56R-9'CL, 3M 1 TUBU-LAR BASE-MENT MEM-BRANE
1H12'CL, LAMININ RE-CEP-TOR OF STAPHY-LO-COC-CUS AU-REUS
S10P19'CL, RHEUMA-TOID FAC-TOR
PE17'CL, HU-MAN PROENKEPHALIN  A NEU-ROPEP-TIDE PRE-CUR-SOR  PEP-TIDE 155DL-LKEL-L161
PR-SJ2'CL, POLYRE-AC-TIVE RHEUMA-TOID FAC-TOR
L2 8C'CL, EPI-DER-MAL GROWTH FAC-TOR RE-CEP-TOR
9-12'CL, IG-G2A
HP12'CL, PRI-VATE ID-IO-TYPE HY-BRIDO-MA OF THE GAT SYS-TEM
MRA3K'CL, HI-S-T-ONE
L93'CL, HU-MAN CD4
LOI, COM-PLE-MENT FAC-TOR H  LIGHT CHAIN DIMER
L24'CL, AU-TOAN-TI-BODY
MIMA-8'CL, JS B+
IN-1'CL, MYELIN AS-SO-CI-AT-ED IN-HIBITORS OF NEU-RITE GROWTH
Mc3'CL, BA46  A 46 KDA GLY-CO-PRO-TEIN OF THE HU-MAN MILK FAT GLOB-ULE MEM-BRANE EX-PRESSED IN BREAST CAR-CI-NO-MA CELLS
9F9'CL, MOUSE CY-TOCHROME C AROUND RESIDUE 62
M2 87'CL, MOUSE TYPE II COL-LA-GEN
anti-Leu3a'CL, HU-MAN CD4
cAbAM07, AL-PHA AMY-LASE
ESC'CL, AU-TOAN-TI-BODY
ASWA3'CL, NU-CLE-O-LAR PAR-TI-CLES U3  U8 AND FIB-RIL-LAR-IN
53R-4'CL, 3M 1
22.94.4'CL, BALB C ID-IO-TYP-IC MON-O-CLON-AL AN-TI-BODY HP ID22 HY-BRIDO-MA
717'CL, P601E
C7'CL, HU-MAN IN-TER-FER-ON GAM-MA RE-CEP-TOR
2INL12'CL, HU-MAN IN-SULIN
BMA 031 VH'CL, HU-MAN TCR AL-PHA BE-TA
D31'CL, RH D
TR1.6'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
10C9'CL, RE-ACTS WITH HU-MAN IG-G.
PD1'CL, CHRO-MATIN
C04, LYSOZYME HY-BRIDO-MA
scFv03, POLY-SPE-CIF-IC
4F5'CL, HU-MAN PRO-COL-LA-GE-NASE
N901L/KV4B, CD56
FOG1-G8'CL, HU-MAN MAB FOG 1  IG-G1 KAP-PA
RF-ET10'CL, RHEUMA-TOID FAC-TOR
F9A7'CL, ACTIN  MYOSIN  TUBU-LIN  DS-D-NA  SS-D-NA AU-TOAN-TI-BODY  BIND-ING CON-TANTS RANGE BE-TWEEN 10-EX-P6 TO 10-EX-P8
HA3D1'CL, RHEUMA-TOID FAC-TOR
105-2H'CL, MOUSE RED BLOOD CELL AU-TOAN-TI-BOD-IES
163.9, P53
HD37'CL, CD19
82H'CL, R585  A RAB-BIT TAX-OL AN-TI-BODY
E7'CL, POLYRE-AC-TIVE AU-TOAN-TI-BODY HY-BRIDO-MA
Fog-B'CL, D ANTI-GEN OF THE RH BLOOD GROUP SYS-TEM
N02'CL, RH D
HP29'CL, PUB-LIC ID-IOTOPE HY-BRIDO-MA OF THE GAT SYS-TEM
57R-1'CL, 3M 1 TUBU-LAR BASE-MENT MEM-BRANE
L2 11C'CL, EPI-DER-MAL GROWTH FAC-TOR RE-CEP-TOR
RF-FO2'CL, RHEUMA-TOID FAC-TOR
b'CL, ID-IO-TYPE  EX-PRESSED ON THE SUR-FACE OF NON HODGKIN S LYM-PHOMA CELLS
B7, MYELIN OLIGO-DEN-DRO-CYTE GLY-CO-PRO-TEIN  MOG
AD3/15'CL, ERY-THRO-CYTE RH D
B5G10K'CL, GAN-GLIO-SIDE AU-TOAN-TI-BODY  GAL-GALNAC BSA  3 FL BSA
GG3'CL, RHEUMA-TOID FAC-TOR
3C10'CL, FE-CAL BAC-TE-RIA
slkv12'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
RF-KES1'CL, RHEUMA-TOID FAC-TOR AU-TOAN-TI-BODY
12IIB6'CL, AU-TOAN-TI-BODY TO THY-ROGLOB-U-LIN
DM1'CL, KIM11.4
417.F14'CL, MONORE-AC-TIVE TO BE-TA GALAC-TOSI-DASE
126TO3H'CL, THY-ROID PER-OX-I-DASE  TPO
2E7'CL, PLATELET IN-TE-GRIN GPI-IB II-IA IIB HEAVY CHAIN  RES. 231 238
L37'CL, AU-TOAN-TI-BODY
mAb A41 kappa-1'CL, HU-MAN IN-TER-LEUKIN 2 RE-CEP-TOR BE-TA SUB-UNIT  P75
M74 (VH3-JH4)'CL, RHEUMA-TOID FAC-TOR
2INL13'CL, HU-MAN IN-SULIN
PE2'CL, HU-MAN PROENKEPHALIN  A NEU-ROPEP-TIDE PRE-CUR-SOR
CB 268'CL, HU-MAN AND MOUSE TYPE II COL-LA-GEN C1 EPI-TOPE  RESIDUES 316 TO 333
Ab3 CE5'CL, HU-MAN TU-MOR AS-SO-CI-AT-ED ANTI-GEN GA733
B12'CL, TG
4B4'CL, HU-MAN PRO-COL-LA-GE-NASE
mAb 124'CL, IN-SULIN
417.32.E4.8.5'CL, MONORE-AC-TIVE
CLONE 1D8'CL, HU-MAN RED BLOOD CELL
LAR'CL, RHEUMA-TOID FAC-TOR
SCH94.03'CL, SPEC-TRIN AU-TOAN-TI-BODY
MabA34'CL, HU-MAN PLAS-MA APOLIPOPRO-TEIN A 1
AC38 15.3, AN-TI-BODY AC38 POS-I-TIVE HY-BRIDO-MA
RF2-4'CL, IG-G2A
I05'CL, RH D
BBLC1.1'CL, BAC-TE-RI-AL LEV-AN
PAC1'CL, PLATELET FIB-RINO-GEN RE-CEP-TOR.
MBr1'CL, HU-MAN MAM-MA-RY CAR-CI-NO-MA LINE MCF 7 HY-BRIDO-MA
163.20, P53
Ab1 CO17-1A'CL, HU-MAN TU-MOR AS-SO-CI-AT-ED ANTI-GEN GA733
RF4-3FA'CL, IG-G1
slkv13'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
VH FUR1'CL, LAMIN B AU-TOAN-TI-BODY
hsighvl295'CL, RAB-BIT IGG
THY-23'CL, HU-MAN THY-ROGLOB-U-LIN
RF-TS7'CL, HU-MAN RAB-BIT IGG RHEUMA-TOID FAC-TOR
hu2.0, VAS-CU-LAR EN-DOTHE-LIAL GROWTH FAC-TOR
RF-FO3'CL, RHEUMA-TOID FAC-TOR
d'CL, ID-IO-TYPE  EX-PRESSED ON THE SUR-FACE OF NON HODGKIN S LYM-PHOMA CELLS
RF5-7'CL, IG-G2A
PE20'CL, HU-MAN PROENKEPHALIN  A NEU-ROPEP-TIDE PRE-CUR-SOR  PEP-TIDE 175GS-D-NEEEVSKR185
OVB3'CL, OVAR-I-AN CAN-CER CELLS
WIL'CL, RHEUMA-TOID FAC-TOR
MH6'CL, ACETYL-CHOLINE RE-CEP-TOR AU-TOAN-TI-BODY
m33N/D, ID-IO-TYP-IC
S/SB5-37'CL, H4
1F12'CL, HU-MAN PRO-COL-LA-GE-NASE
B11'CL, ID-IO-TYPE OF THE MUR-INE MAB RSV19
PAY, CRYO-GLOB-U-LIN WITH IGG AC-TIV-I-TY; B ID-IO-TYPE
RF-IP20'CL, RHEUMA-TOID FAC-TOR
MAL'CL, MYELIN AS-SO-CI-AT-ED GLY-CO-PRO-TEIN AND SUL-FAT-ED GLU-CURON-IC PARA-GLO-BO-SIDE
B'20 (VH3-JH4)'CL, RHEUMA-TOID FAC-TOR
FS-6'CL, COLD AG-GLU-TININ
3A3.C2'CL, HORSE 60 CY-TOCHROME C
10G9'CL, ID-IO-TYP-IC AN-TI-BODY TO THE MON-O-CLON-AL HALOPERI-DOL AN-TI-BODY WITH SPE-CIF-IC BIND-ING AFFIN-I-TY TO SIG-MA RE-CEP-TOR
2B12 (Dp2A)'CL, DER P 2  HOUSE DUST MITE AL-LER-GEN
PY102''CL, HEMAG-GLU-TININ OF PR8  H1N1  VIRUS
723569, TYPE VI-II PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
HA-VG'CL, ERY-THRO-CYTE
RF2-9'CL, IG-G2A
2INL14'CL, HU-MAN IN-SULIN
heavy2'CL, HU-MAN THY-ROGLOB-U-LIN
89'CL, AU-TO ID-IO-TYP-IC DE-TER-MI-NANT  ID R  ON MAB 28 12
2G5'CL, MOUSE CY-TOCHROME C AROUND RESIDUE 62
D08'CL, RH D
Meso 3, RE-COM-BI-NANT MESOTHE-LIN  MESOTHE-LIN POS-I-TIVE CELLS
HB125'CL, IN-SULIN
417.7.3.1'CL, POLYRE-AC-TIVE
3C3'CL, BO-TULINUM NEU-RO-TOX-IN TYPE A BIND-ING DO-MAIN  BONT A HC
K-25, TYPE III PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
126TO10H'CL, THY-ROID PER-OX-I-DASE  TPO
PE14'CL, HU-MAN PROENKEPHALIN  A NEU-ROPEP-TIDE PRE-CUR-SOR  PEP-TIDE 155DL-LKEL-L161
D03'CL, RH D
Ab18'CL, POLYRE-AC-TIVE AU-TOAN-TI-BODY
SS, RE-COM-BI-NANT MESOTHE-LIN
Fom-A'CL, ERY-THRO-CYTE RH D  AL-LOANTI-GEN
H142-3H5'CL, CA CB SITE OF IN-FLUEN-ZA VIRUS A PR 8 34 HEMAG-GLU-TININ  PR8 HA
GP-3'CL, ERY-THRO-CYTE
126GH'CL, THY-ROID PER-OX-I-DASE  TPO
Z116VH4'CL, CD20
TNF-A1'CL, HU-MAN TU-MOR NECRO-SIS FAC-TOR AL-PHA
HuVHLYS'CL, LYSOZYME HY-BRIDO-MA
AF14, ID-IO-TYP-IC  I.E. E5.2  AN D1.3 WHICH IS HEN EGG LYSOZYME   WITH KA  FAB E5.2  = 1.0 X 10-EX-P9 M AND KA  HEN EGG LYSOZYME  = 1.8 X 10-EX-P6 M
Vh REN'CL, CAR-DI-OLIPIN BE-TA 2 GLY-CO-PRO-TEIN I AU-TOAN-TI-BODY
MRK16'CL, MUL-TIDRUG TRANS-PORTER P GLY-CO-PRO-TEIN
slkv14'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
QC1'CL, CHRO-MATIN
3374, TYPE III PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
MP10'CL, HLA CLASS II  DR-B1*01 *09 *1001 *15 *16
anti-(cyd-1)'CL,  CYD 1
KAS, HU-MAN GAM-MA G GLOB-U-LIN; WA ID-IO-TYPE
f'CL, ID-IO-TYPE  EX-PRESSED ON THE SUR-FACE OF NON HODGKIN S LYM-PHOMA CELLS
4G12'CL, MA-LIG-NANT TU-MOR  BROAD SPECI-FICI-TY ES-PE-CIAL-LY FOR LUNG SQUA-MOUS CELL CAR-CI-NO-MA  HY-BRIDO-MA
ALN/12/88'CL, CHON-DROITIN SUL-PHATE PRO-TEO-GLY-CAN NG2  A TU-MOR SPE-CIF-IC ANTI-GEN ON THE 3 4 BEN-ZPYRENE IN-DUCED RAT CHON-DROSAR-CO-MA HSN
L3'CL, HEN EGG WHITE LYSOZYME
WAT'CL, RHEUMA-TOID FAC-TOR
BBLC107.5'CL, BAC-TE-RI-AL LEV-AN
H152-43B2'CL, CA CB SITE OF IN-FLUEN-ZA VIRUS A PR 8 34 HEMAG-GLU-TININ  PR8 HA
AZ-14'CL, CAT-ALYT-IC AN-TI-BODY
RF9-12'CL, IG-G2A
I13'CL, RH D
cAbCA10, CAR-BON-IC AN-HY-DRASE
1-12'CL, SM HY-BRIDO-MA
SO2'CL, AN-TI9 HLA DQ3
N901L/KOL, CD56
126IK'CL, THY-ROID PER-OX-I-DASE  TPO
UN34.11'CL, TC RBC
RF-MR27'CL, RHEUMA-TOID FAC-TOR
HYHEL-10, HEN EGG WHITE LYSOZYME
RF6-6A'CL, IG-G1
163.22, P53
2INH5'CL, HU-MAN IN-SULIN
heavy3'CL, HU-MAN THY-ROGLOB-U-LIN
BS-1, TYPE III PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
pMDABG2-4'CL, HEMAG-GLU-TININ
13F1'CL, CRYP-TO-COC-CUS NE-O-FOR-MANS  SEROP-TYPE A  GLU-CURONOXY-LO-MAN-NAN TETANUS TOX-OID CON-JU-GATE
H35-C10'CL, A PR 8 34 IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ DI-RECT-ED TO THE CB SITE
126TO6H'CL, THY-ROID PER-OX-I-DASE  TPO
S2P10'CL, RHEUMA-TOID FAC-TOR
LN2 7'CL, MOUSE TYPE II COL-LA-GEN
hsiggll150'CL, RAB-BIT IGG
7B6''CL, SM HY-BRIDO-MA
RF-SJ1'CL, RHEUMA-TOID FAC-TOR AU-TOAN-TI-BODY
306'CL, IN-SULIN
60.3'CL, CD18
OX-34, RAT CD2
hu2.10, VAS-CU-LAR EN-DOTHE-LIAL GROWTH FAC-TOR
T10-352'CL, HLA A2 28 MAB CR11 351 COU-PLED TO KEY-HOLE LIMPET HEMO-CYANIN
mAb49'CL, IN-SULIN
VS3, IGG MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
VH iv.'CL, GLU-TATHI-ONE S TRANS-FERASE
T10-440'CL, HLA A2 28 MAB CR11 351 COU-PLED TO KEY-HOLE LIMPET HEMO-CYANIN
14D2.D6'CL, RAT 62 CY-TOCHROME C
MF8 (Humkv328-Jk1)'CL, RHEUMA-TOID FAC-TOR
DPA'CL, GLU-TAM-IC ACID DE-CAR-BOXY-LASE 65
slkv15'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
C25'CL, BO-TULINUM NEU-RO-TOX-IN TYPE A BIND-ING DO-MAIN  BONT A HC  EPI-TOPE 2  KD = 1.1 X 10-EXP 9
10VA2'CL, AU-TOAN-TI-BODY TO THY-ROGLOB-U-LIN
scFv 1F9'CL, TURKEY EGG WHITE LYSOZYME
3T72, TYPE III PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
K1, MESOTHE-LIN
LG2-1'CL, BOV-INE THY-MUS HI-S-T-ONES  H3 RES. 30 45
13G12'CL, CRYP-TO-COC-CUS NE-O-FOR-MANS  SEROP-TYPE A  GLU-CURONOXY-LO-MAN-NAN TETANUS TOX-OID CON-JU-GATE
heavy4'CL, HU-MAN THY-ROGLOB-U-LIN
VH A121, CD34
3368, TYPE III PNEU-MO-COC-CAL POLY-SAC-CHA-RIDE
D16'CL, RH D
2INL1'CL, HU-MAN IN-SULIN
2F8.C10'CL, RAT 44 CY-TOCHROME C
R5A3H'CL, GAN-GLIO-SIDE AU-TOAN-TI-BODY  GA1
546'CL, P601E
H230-5'CL, A PR 8 34 IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ DI-RECT-ED TO THE CB SITE
LA1L1'CL, RHEUMA-TOID FAC-TOR
M56'CL, SMITH ANTI-GEN HY-BRIDO-MA
FV-BETA, HCG
Z55VH3'CL, CD20
24.7, MYELIN OLIGO-DEN-DRO-CYTE GLY-CO-PRO-TEIN  MOG
bkv32'CL, IGG POLY-CLON-AL RHEUMA-TOID FAC-TOR
H147-25H1'CL, A PR 8 34 IN-FLUEN-ZA VIRUS HEMAG-GLU-TININ DI-RECT-ED TO THE CB SITE
D11'CL, RH D
CP4 9-9'CL, BROME-LAIN TREAT-ED MOUSE RED BLOOD CELL HY-BRIDO-MA
MRA12H'CL, HI-S-T-ONE
MRL-Histone7'CL, HI-S-T-ONE 2A 4 HY-BRIDO-MA
2INL16'CL, HU-MAN IN-SULIN
RF-IP18'CL, RHEUMA-TOID FAC-TOR
TR1.37'CL, THY-ROID PER-OX-I-DASE AU-TOAN-TI-BODY
CBLC213.7'CL, BAC-TE-RI-AL LEV-AN
CL-P'CL, ERY-THRO-CYTE
BBLC44.1'CL, BAC-TE-RI-AL LEV-AN
hsiglvp1213'CL, RAB-BIT IGG
301'CL, IN-SULIN
RC1H, LOW AFFIN-I-TY POLYRE-AC-TIVE  FC TETANUS TOX-OID RAB-BIT IGG  SS-D-NA  RHEUMA-TOID FAC-TOR  RF
4A6 Fab'CL, RE-COM-BI-NANT BIRCH PRO-FIL-IN
#21'CL, LA RNP  RI-BONU-CLE-O-PRO-TEIN
E66, MOUSE KAP-PA LIGHT CHAIN  P AZOPHENY-LAR-SON-ATE BSA  ARS BSA   ID-IO-TYPE
A26'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
G21'CL, THE AU-THORS ES-TI-MAT-ED THAT THERE ARE ABOUT 0.2 0.5% OF PE-RIPH-ER-AL BLOOD B LYM-PHO-CYTES WHICH ARE KAP-PA + AND LAMB-DA +.
2E11'CL, CAT-ALYT-IC AN-TI-BODY
JV8'CL, IG-G1 MON-O-CLON-AL AU-TOAN-TI-BODY  RHEUMA-TOID FAC-TOR
MRB4'CL, NU-CLE-O-SOME
RF-SJ2'CL, RHEUMA-TOID FAC-TOR AU-TOAN-TI-BODY
